,Year,country code,Continent,CPI,date,depth,mag,mmi,Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, total",Rural population,Rural population (% of total population),Urban population,Urban population (% of total population),Urban population growth (annual %),GDP (constant 2015 US$),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),country,Total Affected
539,2004,JPN,Asia,72.98112921,2004-10-23,10.0,5.4,,350.510288065844,0.0336622582725446,35381220,32.7189116093663,127761000,19624090,15.36,108136910,84.64,1.75443198804852,4154163710034.48,4893116005656.56,2.1861156944216,32515.1158024317,Japan,62183.0
540,2004,JPN,Asia,72.98112921,2004-10-23,10.5,6.1,6.415,350.510288065844,0.0336622582725446,35381220,32.7189116093663,127761000,19624090,15.36,108136910,84.64,1.75443198804852,4154163710034.48,4893116005656.56,2.1861156944216,32515.1158024317,Japan,62183.0
541,2004,JPN,Asia,72.98112921,2004-10-23,10.0,5.7,6.481,350.510288065844,0.0336622582725446,35381220,32.7189116093663,127761000,19624090,15.36,108136910,84.64,1.75443198804852,4154163710034.48,4893116005656.56,2.1861156944216,32515.1158024317,Japan,62183.0
542,2004,JPN,Asia,72.98112921,2004-10-23,16.0,6.6,8.023,350.510288065844,0.0336622582725446,35381220,32.7189116093663,127761000,19624090,15.36,108136910,84.64,1.75443198804852,4154163710034.48,4893116005656.56,2.1861156944216,32515.1158024317,Japan,62183.0
543,2004,IDN,Asia,72.98112921,2004-02-05,19.0,5.0,,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,14072.0
544,2004,IDN,Asia,72.98112921,2004-02-05,14.9,5.0,,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,14072.0
545,2004,IDN,Asia,72.98112921,2004-02-05,10.0,5.1,,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,14072.0
546,2004,IDN,Asia,72.98112921,2004-02-05,10.0,5.0,,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,14072.0
547,2004,IDN,Asia,72.98112921,2004-02-05,37.1,5.9,5.794,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,14072.0
548,2004,IDN,Asia,72.98112921,2004-02-05,16.6,7.0,6.757000000000001,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,14072.0
549,2004,IDN,Asia,72.98112921,2004-11-26,10.0,5.1,,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,12833.0
550,2004,IDN,Asia,72.98112921,2004-11-26,10.0,5.5,6.474,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,12833.0
551,2004,IDN,Asia,72.98112921,2004-11-26,10.0,5.9,6.607,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,12833.0
552,2004,IDN,Asia,72.98112921,2004-11-26,10.0,5.0,,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,12833.0
553,2004,IDN,Asia,72.98112921,2004-11-26,10.0,5.2,,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,12833.0
554,2004,IDN,Asia,72.98112921,2004-11-26,10.0,7.1,6.821000000000001,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,12833.0
555,2004,IDN,Asia,72.98112921,2004-11-11,10.0,6.4,6.707000000000001,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,83381.0
556,2004,IDN,Asia,72.98112921,2004-12-26,30.0,5.5,5.787999999999999,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,532898.0
557,2004,IDN,Asia,72.98112921,2004-12-26,30.0,5.3,,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,532898.0
558,2004,IDN,Asia,72.98112921,2004-02-16,55.8,5.1,3.8,123.255334323267,1.34187117776093,8865488,8.79414593084333,223285666,122474421,54.851,100811245,45.149,3.11388509166441,470829487520.977,256836875295.452,5.03087394501685,2108.64179486102,Indonesia,507.0
559,2004,CRI,Americas,72.98112921,2004-11-20,16.0,6.4,6.502999999999999,82.7488444966706,1.45673043866866,1096906,40.3201184491193,4225156,1504663,35.612,2720493,64.388,3.50905190113577,35471879204.014,18610594846.3082,4.4245995968847,8395.40107016185,Costa Rica,280.0
560,2004,IRN,Asia,72.98112921,2004-05-28,17.0,6.3,6.976,42.3336028635281,1.20860369914445,7544477,16.362964251591,68951279,22844248,33.131,46107031,66.869,2.25641219802198,313286230509.642,190043433964.841,4.38394406810416,4543.58838665839,Iran,498.0
561,2004,COL,Americas,72.98112921,2004-08-18,26.5,5.1,5.109,37.9233465525011,1.4171664654293,7094163,22.2961831848024,42075953,10258117,24.38,31817836,75.62,1.9594976028661,179124177070.93,117081522349.677,5.33302206745236,4257.16268555889,Colombia,502.0
562,2004,IND,Asia,72.98112921,2004-12-26,30.0,5.4,,379.936521379394,1.61530829494259,18094682,5.54209960965107,1129623466,803128396,71.097,326495070,28.903,2.76712613245659,1013981915397.82,709148514804.659,7.92293661286503,897.628232696081,India,654512.0
563,2004,IND,Asia,72.98112921,2004-12-26,30.0,5.7,5.3,379.936521379394,1.61530829494259,18094682,5.54209960965107,1129623466,803128396,71.097,326495070,28.903,2.76712613245659,1013981915397.82,709148514804.659,7.92293661286503,897.628232696081,India,654512.0
564,2005,IDN,Asia,75.45719958,2005-03-28,30.0,5.0,,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,105313.0
565,2005,IDN,Asia,75.45719958,2005-03-28,36.1,5.1,,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,105313.0
566,2005,IDN,Asia,75.45719958,2005-03-28,23.8,5.1,,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,105313.0
567,2005,IDN,Asia,75.45719958,2005-03-28,30.9,5.8,5.233,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,105313.0
568,2005,IDN,Asia,75.45719958,2005-03-28,30.0,5.4,,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,105313.0
569,2005,IDN,Asia,75.45719958,2005-03-28,36.1,6.1,5.611000000000001,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,105313.0
570,2005,IDN,Asia,75.45719958,2005-03-28,30.0,5.2,,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,105313.0
571,2005,IDN,Asia,75.45719958,2005-03-28,30.0,5.9,5.359,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,105313.0
572,2005,IDN,Asia,75.45719958,2005-03-28,30.0,8.6,8.475,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,105313.0
573,2005,IDN,Asia,75.45719958,2005-01-23,22.9,5.3,,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,684.0
574,2005,IDN,Asia,75.45719958,2005-01-23,11.0,6.3,7.374,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,684.0
575,2005,IDN,Asia,75.45719958,2005-01-23,28.9,5.3,,124.913455179761,1.33630464499704,8988406,8.64586487433325,226289468,122327561,54.058,103961907,45.942,3.07746462438665,497631791817.584,285868618224.017,5.69257130383384,2199.09391371933,Indonesia,684.0
576,2005,IRN,Asia,75.45719958,2005-01-10,31.9,5.4,5.3870000000000005,42.8315681868415,1.16942405470936,7652157,16.2362607546842,69762345,22632300,32.442,47130045,67.558,2.19452410988803,323279447495.346,226452138291.542,3.18980408728682,4634.01061841235,Iran,110.0
577,2005,IRN,Asia,75.45719958,2005-02-22,14.0,6.4,7.9879999999999995,42.8315681868415,1.16942405470936,7652157,16.2362607546842,69762345,22632300,32.442,47130045,67.558,2.19452410988803,323279447495.346,226452138291.542,3.18980408728682,4634.01061841235,Iran,94766.0
578,2005,IRN,Asia,75.45719958,2005-11-27,10.0,5.5,6.957000000000001,42.8315681868415,1.16942405470936,7652157,16.2362607546842,69762345,22632300,32.442,47130045,67.558,2.19452410988803,323279447495.346,226452138291.542,3.18980408728682,4634.01061841235,Iran,100.0
579,2005,IRN,Asia,75.45719958,2005-11-27,10.0,5.0,,42.8315681868415,1.16942405470936,7652157,16.2362607546842,69762345,22632300,32.442,47130045,67.558,2.19452410988803,323279447495.346,226452138291.542,3.18980408728682,4634.01061841235,Iran,100.0
580,2005,IRN,Asia,75.45719958,2005-11-27,10.0,5.9,7.231,42.8315681868415,1.16942405470936,7652157,16.2362607546842,69762345,22632300,32.442,47130045,67.558,2.19452410988803,323279447495.346,226452138291.542,3.18980408728682,4634.01061841235,Iran,100.0
581,2005,IRN,Asia,75.45719958,2005-03-13,54.0,6.0,5.472,42.8315681868415,1.16942405470936,7652157,16.2362607546842,69762345,22632300,32.442,47130045,67.558,2.19452410988803,323279447495.346,226452138291.542,3.18980408728682,4634.01061841235,Iran,21912.0
582,2003,RUS,Europe,71.07819758,2003-09-27,10.0,5.3,,8.83027865243716,-0.453780668020263,10479960,9.87436239217895,144648618,38515588,26.627,106133030,73.373,-0.410158871957287,921476583049.999,430347770731.787,7.29995234453868,7767.40504219957,Russia,1805.0
583,2003,RUS,Europe,71.07819758,2003-09-27,10.0,6.4,7.388999999999999,8.83027865243716,-0.453780668020263,10479960,9.87436239217895,144648618,38515588,26.627,106133030,73.373,-0.410158871957287,921476583049.999,430347770731.787,7.29995234453868,7767.40504219957,Russia,1805.0
584,2003,RUS,Europe,71.07819758,2003-09-27,10.0,5.0,,8.83027865243716,-0.453780668020263,10479960,9.87436239217895,144648618,38515588,26.627,106133030,73.373,-0.410158871957287,921476583049.999,430347770731.787,7.29995234453868,7767.40504219957,Russia,1805.0
585,2003,RUS,Europe,71.07819758,2003-09-27,10.0,5.1,,8.83027865243716,-0.453780668020263,10479960,9.87436239217895,144648618,38515588,26.627,106133030,73.373,-0.410158871957287,921476583049.999,430347770731.787,7.29995234453868,7767.40504219957,Russia,1805.0
586,2003,RUS,Europe,71.07819758,2003-09-27,10.0,5.4,,8.83027865243716,-0.453780668020263,10479960,9.87436239217895,144648618,38515588,26.627,106133030,73.373,-0.410158871957287,921476583049.999,430347770731.787,7.29995234453868,7767.40504219957,Russia,1805.0
587,2003,RUS,Europe,71.07819758,2003-09-27,16.0,7.3,7.388999999999999,8.83027865243716,-0.453780668020263,10479960,9.87436239217895,144648618,38515588,26.627,106133030,73.373,-0.410158871957287,921476583049.999,430347770731.787,7.29995234453868,7767.40504219957,Russia,1805.0
588,2003,PAN,Americas,71.07819758,2003-12-25,33.0,6.5,6.0360000000000005,43.1672854452515,1.88299482726429,1295840,64.0039197362871,3209056,1184430,36.909,2024626,63.091,2.35485373538521,22581748833.1477,13693981200,4.20549594481574,7036.86988741049,Panama,1075.0
589,2004,PAK,Asia,72.98112921,2004-02-14,11.0,5.4,6.077000000000001,203.228385740971,2.30598367710782,10857401,20.515505744564,156664698,103741796,66.219,52922902,33.781,2.90277059899406,176895883687.017,107759683863.123,7.54686001537084,1129.13685051764,Pakistan,13148.0
590,2004,PAK,Asia,72.98112921,2004-02-14,11.0,5.5,7.922000000000001,203.228385740971,2.30598367710782,10857401,20.515505744564,156664698,103741796,66.219,52922902,33.781,2.90277059899406,176895883687.017,107759683863.123,7.54686001537084,1129.13685051764,Pakistan,13148.0
591,2004,SVN,Europe,72.98112921,2004-07-12,7.7,5.2,5.952000000000001,99.156504468719,0.0640662022616923,..,..,1997012,972385,48.692,1024627,51.308,0.505556857920171,37064735583.8026,34414784504.2352,4.35919277843995,18560.0965761861,Slovenia,605.0
592,2004,TUR,Asia,72.98112921,2004-03-28,5.0,5.6,6.587000000000001,87.0690201785273,1.3847339240455,10087275,22.392232852983,67010930,21962832,32.775,45048098,67.225,2.3157930191937,482122333632.277,408876042651.701,9.79593638920282,7194.68202623479,Turkey,32530.0
593,2004,TUR,Asia,72.98112921,2004-03-25,10.0,5.6,6.816,87.0690201785273,1.3847339240455,10087275,22.392232852983,67010930,21962832,32.775,45048098,67.225,2.3157930191937,482122333632.277,408876042651.701,9.79593638920282,7194.68202623479,Turkey,4030.0
594,2004,TUR,Asia,72.98112921,2004-07-01,5.0,5.1,5.746,87.0690201785273,1.3847339240455,10087275,22.392232852983,67010930,21962832,32.775,45048098,67.225,2.3157930191937,482122333632.277,408876042651.701,9.79593638920282,7194.68202623479,Turkey,356.0
595,2004,MAR,Africa,72.98112921,2004-02-24,0.0,6.4,9.038,67.477472552095,1.10960287730585,3278241,19.9210714439369,30115196,13659048,45.356,16456148,54.644,1.70982187665139,63079087391.5193,59626020162.3816,4.79701836216324,2315.18749618417,Morocco,13465.0
596,2004,MMR,Asia,72.98112921,2004-12-26,38.5,5.8,5.521,74.3235422852071,0.859414672775691,3876550,28.7545853570322,48564489,35082987,72.24,13481502,27.76,1.52807142946764,23370876272.2569,1430455030916.25,13.6952873424291,454.969456946327,Myanmar,15700.0
597,2005,TUR,Asia,75.45719958,2005-01-25,41.2,5.9,5.72,88.2287086002365,1.32312648689277,10465694,22.7190560058254,67903461,21837753,32.16,46065708,67.84,2.23380486219973,525476244038.33,506308311476.63,8.99230493626517,7738.57821530378,Turkey,422.0
598,2005,TUR,Asia,75.45719958,2005-03-14,5.0,5.8,7.035,88.2287086002365,1.32312648689277,10465694,22.7190560058254,67903461,21837753,32.16,46065708,67.84,2.23380486219973,525476244038.33,506308311476.63,8.99230493626517,7738.57821530378,Turkey,2268.0
599,2005,TUR,Asia,75.45719958,2005-06-06,10.0,5.6,6.513999999999999,88.2287086002365,1.32312648689277,10465694,22.7190560058254,67903461,21837753,32.16,46065708,67.84,2.23380486219973,525476244038.33,506308311476.63,8.99230493626517,7738.57821530378,Turkey,354.0
600,2005,ZAF,Africa,75.45719958,2005-03-09,5.0,5.0,6.728,39.4699445218409,1.23774061841899,3623048,12.7096882217621,47880595,19374404,40.464,28506191,59.536,2.1539801080897,267546870424.295,288868489078.987,5.27705197295467,5107.07681426935,South Africa,58.0
601,2006,AFG,Asia,77.89139999,2006-07-29,10.0,5.4,,40.4880954569127,2.9905238360968,2978181,49.1853124869427,26433058,20378037,77.093,6055021,22.907,3.8850741596383,9349917056.94245,6971285594.68013,5.35740325126351,368.008644571361,Afghanistan,935.0
602,2006,AFG,Asia,77.89139999,2006-07-29,34.2,5.6,5.092,40.4880954569127,2.9905238360968,2978181,49.1853124869427,26433058,20378037,77.093,6055021,22.907,3.8850741596383,9349917056.94245,6971285594.68013,5.35740325126351,368.008644571361,Afghanistan,935.0
603,2005,CHL,Americas,75.45719958,2005-06-13,115.6,7.8,7.018,21.7646489996396,1.04195390189779,6025373,42.9040154533189,16182713,2138869,13.217,14043844,86.783,1.10881423554039,167485302430.417,122964812046.073,5.74283048945115,10349.643006733,Chile,27645.0
604,2006,IDN,Asia,77.89139999,2006-12-17,30.0,5.8,6.029,126.585371804567,1.32958175171436,9113202,8.50280525240965,229318262,122139493,53.262,107178769,46.738,3.04736254502646,525006276753.314,364570514304.85,5.50095178520348,2289.4220118994,Indonesia,1200.0
605,2006,IDN,Asia,77.89139999,2006-03-14,30.1,6.7,6.584,126.585371804567,1.32958175171436,9113202,8.50280525240965,229318262,122139493,53.262,107178769,46.738,3.04736254502646,525006276753.314,364570514304.85,5.50095178520348,2289.4220118994,Indonesia,1202.0
606,2006,IDN,Asia,77.89139999,2006-05-26,12.5,6.3,7.602,126.585371804567,1.32958175171436,9113202,8.50280525240965,229318262,122139493,53.262,107178769,46.738,3.04736254502646,525006276753.314,364570514304.85,5.50095178520348,2289.4220118994,Indonesia,3177923.0
607,2006,IDN,Asia,77.89139999,2006-12-01,204.0,6.3,3.928,126.585371804567,1.32958175171436,9113202,8.50280525240965,229318262,122139493,53.262,107178769,46.738,3.04736254502646,525006276753.314,364570514304.85,5.50095178520348,2289.4220118994,Indonesia,114.0
608,2006,IDN,Asia,77.89139999,2006-07-17,7.1,5.0,,126.585371804567,1.32958175171436,9113202,8.50280525240965,229318262,122139493,53.262,107178769,46.738,3.04736254502646,525006276753.314,364570514304.85,5.50095178520348,2289.4220118994,Indonesia,35543.0
609,2006,DZA,Africa,77.89139999,2006-03-20,10.0,5.2,5.9,14.1245505386818,1.4711499117686,2310947,10.6349520307104,33641007,11911271,35.407,21729736,64.593,2.65942747151522,126495413069.533,117027307540.89,1.70000000000063,3760.15298354463,Algeria,319.0
610,2006,IRN,Asia,77.89139999,2006-02-28,18.0,6.0,6.079,43.3180800117881,1.1294694920759,7761526,16.1208585743406,70554756,22408896,31.761,48145860,68.239,2.1324457498079,339442757993.632,266298911661.144,4.99979526181266,4811.0542398252,Iran,7006.0
611,2006,IRN,Asia,77.89139999,2006-03-31,10.0,5.1,,43.3180800117881,1.1294694920759,7761526,16.1208585743406,70554756,22408896,31.761,48145860,68.239,2.1324457498079,339442757993.632,266298911661.144,4.99979526181266,4811.0542398252,Iran,161418.0
612,2006,IRN,Asia,77.89139999,2006-03-31,7.0,6.1,8.391,43.3180800117881,1.1294694920759,7761526,16.1208585743406,70554756,22408896,31.761,48145860,68.239,2.1324457498079,339442757993.632,266298911661.144,4.99979526181266,4811.0542398252,Iran,161418.0
613,2006,IRN,Asia,77.89139999,2006-05-07,14.1,5.0,5.372000000000001,43.3180800117881,1.1294694920759,7761526,16.1208585743406,70554756,22408896,31.761,48145860,68.239,2.1324457498079,339442757993.632,266298911661.144,4.99979526181266,4811.0542398252,Iran,70.0
614,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.4,,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
615,2005,PAK,Asia,75.45719958,2005-10-08,12.0,5.7,6.556,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
616,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.2,,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
617,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.7,6.601,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
618,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.6,6.612,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
619,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.0,,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
620,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.1,,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
621,2005,PAK,Asia,75.45719958,2005-10-08,8.0,6.4,7.3389999999999995,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
622,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.3,,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
623,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.5,6.369,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
624,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.7,6.822,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
625,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.6,6.7620000000000005,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
626,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.6,6.496,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
627,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.8,7.085,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
628,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.7,6.7589999999999995,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
629,2005,PAK,Asia,75.45719958,2005-10-08,10.0,5.9,6.949,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
630,2005,PAK,Asia,75.45719958,2005-10-08,26.0,7.6,8.776,207.949365660025,2.29642161843433,11131559,20.4344369663697,160304007,105829499,66.018,54474508,33.982,2.88966738902095,188427333766.418,120055291992.938,6.51877807388874,1175.43745345316,Pakistan,5128309.0
631,2005,PER,Americas,75.45719958,2005-09-26,115.0,7.5,7.23,21.770421875,0.871919037656189,8081255,38.6495024481949,27866140,6957061,24.966,20909079,75.034,1.39303779185329,107773059976.197,76060606060.6061,6.28506032509601,3867.52739978327,Peru,2505.0
632,2005,PNG,Oceania,75.45719958,2005-06-04,26.0,6.1,6.209,14.3419644040101,2.18941532365374,281326,33.042093357309,6494902,5643485,86.891,851417,13.109,2.05223456736452,12260252334.9995,4865892972.27595,6.34479592309654,1887.67318352139,Papua New Guinea,200.0
633,2005,TZA,Africa,75.45719958,2005-12-05,22.0,6.8,7.169,43.4074542786182,2.82375544608048,2926695,30.6364514623338,38450323,28897340,75.155,9552983,24.845,5.35914795990201,25862986552.997,18399046025.2688,7.47631925782292,637.005570994248,United Republic of Tanzania,5000.0
634,2006,MOZ,Africa,77.89139999,2006-02-22,10.0,5.4,,26.8065159337725,2.82012486466652,1082689,17.0169957930956,21080108,14717710,69.818,6362398,30.182,3.42829163193342,8626081042.19014,9176889070.42298,9.69437409174286,409.204784064206,Mozambique,1476.0
635,2006,MOZ,Africa,77.89139999,2006-02-22,11.0,7.0,8.758,26.8065159337725,2.82012486466652,1082689,17.0169957930956,21080108,14717710,69.818,6362398,30.182,3.42829163193342,8626081042.19014,9176889070.42298,9.69437409174286,409.204784064206,Mozambique,1476.0
636,2006,RUS,Europe,77.89139999,2006-04-20,10.0,5.0,,8.73439418381291,-0.327445270108383,10889788,10.3561434861438,143049637,37896710,26.492,105152927,73.508,-0.266208543667034,1137228929627.05,989930542278.695,8.200068255056,9693.19784425353,Russia,12040.0
637,2006,RUS,Europe,77.89139999,2006-04-20,10.0,5.4,,8.73439418381291,-0.327445270108383,10889788,10.3561434861438,143049637,37896710,26.492,105152927,73.508,-0.266208543667034,1137228929627.05,989930542278.695,8.200068255056,9693.19784425353,Russia,12040.0
638,2006,RUS,Europe,77.89139999,2006-04-20,10.0,5.2,,8.73439418381291,-0.327445270108383,10889788,10.3561434861438,143049637,37896710,26.492,105152927,73.508,-0.266208543667034,1137228929627.05,989930542278.695,8.200068255056,9693.19784425353,Russia,12040.0
639,2006,RUS,Europe,77.89139999,2006-04-20,10.0,6.1,,8.73439418381291,-0.327445270108383,10889788,10.3561434861438,143049637,37896710,26.492,105152927,73.508,-0.266208543667034,1137228929627.05,989930542278.695,8.200068255056,9693.19784425353,Russia,12040.0
640,2006,RUS,Europe,77.89139999,2006-04-20,22.0,7.6,7.782,8.73439418381291,-0.327445270108383,10889788,10.3561434861438,143049637,37896710,26.492,105152927,73.508,-0.266208543667034,1137228929627.05,989930542278.695,8.200068255056,9693.19784425353,Russia,12040.0
641,2007,IDN,Asia,80.11339326,2007-09-12,42.2,5.0,,128.272293645843,1.32383420748243,9239730,8.36484311228514,232374239,121915144,52.465,110459095,47.535,3.01470927794316,558318041704.736,432216737774.861,6.34502222667214,2402.6675422689,Indonesia,459567.0
