,Year,country code,Continent,CPI,date,depth,mag,mmi,Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, total",Rural population,Rural population (% of total population),Urban population,Urban population (% of total population),Urban population growth (annual %),GDP (constant 2015 US$),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),country,Total Affected
747,2011,JPN,Asia,86.91246502,2011-03-11,12.4,5.7,6.377999999999999,350.707818930041,-0.185226486410846,36975439,31.7614111124621,127833000,11416765,8.931,116416235,91.069,0.097376604051583,4219912322037.65,6233147172341.35,0.0238095237748297,33011.13423011,Japan,368820.0
748,2011,JPN,Asia,86.91246502,2011-03-11,9.3,6.2,6.617999999999999,350.707818930041,-0.185226486410846,36975439,31.7614111124621,127833000,11416765,8.931,116416235,91.069,0.097376604051583,4219912322037.65,6233147172341.35,0.0238095237748297,33011.13423011,Japan,368820.0
749,2011,JPN,Asia,86.91246502,2011-03-11,58.1,5.1,,350.707818930041,-0.185226486410846,36975439,31.7614111124621,127833000,11416765,8.931,116416235,91.069,0.097376604051583,4219912322037.65,6233147172341.35,0.0238095237748297,33011.13423011,Japan,368820.0
750,2011,JPN,Asia,86.91246502,2011-03-11,53.8,5.0,,350.707818930041,-0.185226486410846,36975439,31.7614111124621,127833000,11416765,8.931,116416235,91.069,0.097376604051583,4219912322037.65,6233147172341.35,0.0238095237748297,33011.13423011,Japan,368820.0
751,2011,JPN,Asia,86.91246502,2011-03-11,39.5,5.9,5.052,350.707818930041,-0.185226486410846,36975439,31.7614111124621,127833000,11416765,8.931,116416235,91.069,0.097376604051583,4219912322037.65,6233147172341.35,0.0238095237748297,33011.13423011,Japan,368820.0
752,2011,JPN,Asia,86.91246502,2011-03-11,47.5,6.0,4.994,350.707818930041,-0.185226486410846,36975439,31.7614111124621,127833000,11416765,8.931,116416235,91.069,0.097376604051583,4219912322037.65,6233147172341.35,0.0238095237748297,33011.13423011,Japan,368820.0
753,2011,JPN,Asia,86.91246502,2011-03-11,35.0,5.8,4.809,350.707818930041,-0.185226486410846,36975439,31.7614111124621,127833000,11416765,8.931,116416235,91.069,0.097376604051583,4219912322037.65,6233147172341.35,0.0238095237748297,33011.13423011,Japan,368820.0
754,2011,MMR,Asia,86.91246502,2011-03-24,10.0,5.7,6.947,78.0520320225321,0.767361731506144,4471308,30.1595357194891,50990612,36165092,70.925,14825520,29.075,1.42298485934661,49103727463.3385,7899425952188.79,7.52005722712117,879.346937835404,Myanmar,21277.0
755,2011,MMR,Asia,86.91246502,2011-03-24,8.0,6.9,8.58,78.0520320225321,0.767361731506144,4471308,30.1595357194891,50990612,36165092,70.925,14825520,29.075,1.42298485934661,49103727463.3385,7899425952188.79,7.52005722712117,879.346937835404,Myanmar,21277.0
756,2011,PAK,Asia,86.91246502,2011-01-18,68.0,7.2,7.284,237.832305936073,2.1587965238654,12930831,20.0355593604317,183340168,118800762,64.798,64539406,35.202,2.74285267681366,228393711033.314,213587413183.996,2.7484059174005,1245.73743727187,Pakistan,1000.0
757,2011,TUR,Asia,86.91246502,2011-05-19,7.0,5.8,7.312,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,10121.0
758,2011,TUR,Asia,86.91246502,2011-10-23,5.0,5.9,7.49,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,32938.0
759,2011,TUR,Asia,86.91246502,2011-10-23,5.0,5.1,,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,32938.0
760,2011,TUR,Asia,86.91246502,2011-10-23,5.0,5.7,7.016,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,32938.0
761,2011,TUR,Asia,86.91246502,2011-10-23,10.0,5.0,,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,32938.0
762,2011,TUR,Asia,86.91246502,2011-10-23,10.0,5.2,,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,32938.0
763,2011,TUR,Asia,86.91246502,2011-10-23,5.0,5.6,6.973,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,32938.0
764,2011,TUR,Asia,86.91246502,2011-10-23,9.0,5.6,6.6339999999999995,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,32938.0
765,2011,TUR,Asia,86.91246502,2011-10-23,18.0,7.1,8.908999999999999,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,32938.0
766,2011,TUR,Asia,86.91246502,2011-11-09,5.0,5.6,6.642,95.4267037407585,1.53156607830159,13057664,24.9002211138561,73443254,21003302,28.598,52439952,71.402,2.34294926480855,682958902917.534,838762755164.179,11.2001105833504,9299.13730289693,Turkey,105.0
767,2010,SRB,Europe,84.25273272,2010-11-03,0.9,5.5,6.995,83.3688085982163,-0.402005900874718,1336392,33.3283205882419,7291436,3281657,45.007,4009779,54.993,0.000673356085296102,37959857147.321,41819468691.8251,0.73104455254213,5206.08795679218,Republic of Serbia,27030.0
768,2011,IND,Asia,86.91246502,2011-09-18,50.0,6.9,8.039,420.520699652562,1.28851296178524,22713934,5.80859521971836,1250287939,859247883,68.724,391040056,31.276,2.40095729462256,1616398760695.38,1823049927771.46,5.24131500140663,1292.82120564033,India,575200.0
769,2011,GTM,Americas,86.91246502,2011-09-19,9.0,5.6,6.2410000000000005,135.512458006719,1.81948775605672,2594651,36.6884314653464,14521515,7449392,51.299,7072123,48.701,2.43326864607613,53567925339.8243,46876114650.4996,4.16390688293349,3688.86616443424,Guatemala,400.0
770,2011,GTM,Americas,86.91246502,2011-09-19,10.0,5.2,,135.512458006719,1.81948775605672,2594651,36.6884314653464,14521515,7449392,51.299,7072123,48.701,2.43326864607613,53567925339.8243,46876114650.4996,4.16390688293349,3688.86616443424,Guatemala,400.0
771,2012,AFG,Asia,88.71096898,2012-06-11,16.0,5.7,5.237,47.7305670434703,3.40760003260595,3456496,45.911604418836,31161378,23632789,75.84,7528589,24.16,4.2889512956776,17386481260.8962,19907317065.6666,12.7522870887171,580.487287595146,Afghanistan,237.0
772,2012,AFG,Asia,88.71096898,2012-06-11,29.1,5.4,,47.7305670434703,3.40760003260595,3456496,45.911604418836,31161378,23632789,75.84,7528589,24.16,4.2889512956776,17386481260.8962,19907317065.6666,12.7522870887171,580.487287595146,Afghanistan,237.0
773,2012,AZE,Asia,88.71096898,2012-05-07,11.9,5.3,6.184,112.460790244138,1.32876382733755,2129670,42.5181683529164,9295784,4286937,46.117,5008847,53.883,1.78634791175657,48289165892.6824,69683935845.2139,2.16523943012959,5192.99254371554,Azerbaijan,15550.0
774,2012,AZE,Asia,88.71096898,2012-05-07,11.0,5.6,6.742000000000001,112.460790244138,1.32876382733755,2129670,42.5181683529164,9295784,4286937,46.117,5008847,53.883,1.78634791175657,48289165892.6824,69683935845.2139,2.16523943012959,5192.99254371554,Azerbaijan,15550.0
